title,date,text,status,url
Fala de Lula é tirada de contexto para alegar que há brasileiros que desejam ser pobres,"18 de janeiro de 2024, 15h15","Eu vou repetir uma frase para você nunca mais esquecer. Você quer ver o grau de pobreza e o grau de necessidade, é quando você chega num lugar e a pessoa fala pra você: ""presidente, eu gostaria de ser pobre"". [Luiz Inácio Lula da Silva]",Selo não é bem assim,https://www.aosfatos.org/noticias/lula-contexto-brasileiros-pobres/
É falso que Xuxa e padre Júlio Lancellotti serão embaixadores do Criança Esperança 2024,"5 de março de 2024, 17h32",Xuxa e Padre Júlio Lancellotti serão os novos Embaixadores do Criança Esperança 2024!,Selo falso,https://www.aosfatos.org/noticias/falso-xuxa-padre-julio-lancellotti-embaixadores-crianca-esperanca/
Vídeo é editado para fazer crer que Bolsonaro aparece em propaganda eleitoral de Trump,"6 de março de 2024, 13h45",Jair Bolsonaro aparece em vídeo da campanha presidencial Trump 2024.,Selo falso,https://www.aosfatos.org/noticias/falso-video-bolsonaro-propaganda-trump/
"É de 2015, não atual, vídeo que mostra movimentação militar na Alemanha","6 de março de 2024, 16h00",Vídeo mostra movimentação recente de equipamento militar dos EUA na Alemanha,Selo falso,https://www.aosfatos.org/noticias/falso-video-movimentacao-militar-alemanha/
É falso que homem tentou matar Bolsonaro em evento no Rio Grande do Sul,"7 de março de 2024, 15h12",Vagabundo tentou matar o presidente Jair Bolsonaro [em evento no Rio Grande do Sul],Selo falso,https://www.aosfatos.org/noticias/falso-homem-matar-bolsonaro-rio-grande-do-sul/
Cortes no Bolsa Família não têm relação com a Lei Rouanet,"7 de março de 2024, 18h01",Auxílio Brasil cancelado [enquanto artistas são] beneficiados pela Lei Rouanet,Selo falso,https://www.aosfatos.org/noticias/falso-cortes-bolsa-familia-lei-rouanet/
Licenciamento de veículos mais caro no Maranhão não tem relação com governo Lula,"8 de março de 2024, 16h06","As novas taxas do Detran já estão em vigor. A taxa de licenciamento que atualmente custa R$ 85, agora custa R$ 157,33. Mais um imposto inútil que você terá que pagar mais caro. No governo do amor seu custo de vida triplicou. Para levar luz aos ignorantes que estão dizendo que não é culpa do Lula.",Selo falso,https://www.aosfatos.org/noticias/licenciamento-carros-maranhao-nao-tem-relacao-lula/
Licenciamento de veículos mais caro no Maranhão não tem relação com governo Lula,"8 de março de 2024, 16h06",,Selo falso,https://www.aosfatos.org/noticias/licenciamento-carros-maranhao-nao-tem-relacao-lula/
"Vídeo em que torcida do Fluminense grita ‘volta, Bolsonaro’ é montagem","8 de março de 2024, 16h46",Bolsonaro Maracanã 29/02/24.,Selo falso,https://www.aosfatos.org/noticias/falso-video-torcida-fluminense-volta-bolsonaro/
Vídeo não mostra alunos da UFPA fumando maconha com soprador de folhas,"8 de março de 2024, 18h14","ENQUANTO ISSO, NA Universidade Federal do Pará , OS ALUNOS SE DIVERTEM.. LIBEROU *GERAL, AGORA QUE O BRASIL VAI FICAR* NAS MÃOS DOS TRAFICANTES E ZUMBIS ATORMENTANDO A POPULAÇÃO. FAZ UÉLI agora abestados!",Selo falso,https://www.aosfatos.org/noticias/falso-video-alunos-ufpa-maconha-soprador-de-folhas/
É falso que Daniel Alves cometeu suicídio,"11 de março de 2024, 14h49",URGENTE! Acaba de ser confirmado. Daniel Alves tirou a sua vida.,Selo falso,https://www.aosfatos.org/noticias/falso-daniel-alves-suicidio/
"Homem que pegou fogo ao incendiar bandeira de Israel era iraniano, não palestino","11 de março de 2024, 15h21",Palestino queima a bandeira de Israel. O impressionante é que o fogo pega na roupa dele instantaneamente,Selo falso,https://www.aosfatos.org/noticias/video-homem-fogo-bandeira-israel/
"Não há evidências de que o suco de inhame, maçã e laranja aumenta as plaquetas e cura a dengue","11 de março de 2024, 18h30","Bebida natural [suco de inhame, maçã e laranja] para aumentar plaquetas [e combater a dengue]",Selo falso,https://www.aosfatos.org/noticias/nao-ha-evidencias-suco-de-inhame-maca-laranja-plaquetas-cura-dengue/
